"","EpisodeLines","Cumulative_episode","Season","Episode_no"
"22373","Bender: Time is money, peaches. Now shut your com link and make love to the camera. And remember: I'm the camera. [Leela is photographed on top of the ship, LaBarbara, inside a bathtub filled with packages, and Amy, on the conference table with a holographic Saturn. The three girls are then protographed at the same time, scrubbing the ship.] Stop actually washin' and play with the sponges!
",108,6,20
"22374","Leela: But the ship is dirty.
",108,6,20
"22375","Bender: Uh, whatever. I ran out of film an hour ago.
",108,6,20
"22376","Professor Farnsworth: No, no. This won't do. A three-month calendar? What is this, Mercury?
",108,6,20
"22377","Amy: I told you it wouldn't work.
",108,6,20
"22378","Professor Farnsworth: Well, you should've talked louder. Fortunately, I came up with a brilliant idea to save Planet Express. We'll turn it into a commercial airline!
",108,6,20
"22379","Leela: But that was my idea!
",108,6,20
"22380","Professor Farnsworth: Then you should've talked louder. [Nothing is said.] What?
",108,6,20
"22381","Leela: There. It was hard work, but it beats posing in demeaning, skimpy modelling outfits.
",108,6,20
"22382","Professor Farnsworth: Ladies, here are your demeaning, skimpy stewardess outfits.
",108,6,20
"22383","Bender: Sorry, ma'am. I'll have to confiscate your artificial knee cap.
",108,6,20
"22384","Hattie: Okay, here you go.
",108,6,20
"22385","Fry: Ladies and gentlemen, this is the plane's president speaking.
",108,6,20
"22386","Fry: We are cleared for takeoff.
",108,6,20
"22387","Leela: You put Goofus and Ganja in charge? I'm the only trained pilot here.
",108,6,20
"22388","Professor Farnsworth: Please, Leela. Who ever heard of a plane with a woman president?
",108,6,20
"22389","Bender: Welcome to Plan Am Flight 1 to Acapulsar. The local time on Acapulsar is five years from now. [Victor sets his clock from 3011 to 3016.] In the event of a wormhole sendin' us back in time, do not kill your parents. If you who are travelling with small children, help them not to kill you before not killin' your own parents. Now please turn off all electronic devices.
",108,6,20
"22390","Fry: Uh, preparing for takeoff.
",108,6,20
"22391","Man: I kill you, my friend!
",108,6,20
"22392","LaBarbara: [into a speaker] I hope you all enjoyed our timey beverage service. [Petunia waves. Her seat is filled with bottles.] Now sit back and endure our in-flight entertainment.
",108,6,20
"22393","Zoidberg: [quickly] Hiya! Hiya! Hiya! [with a normal speed] So what's the deal with airline food, hmm? They offer you two choices, but they're always outta one. Uh, by the way, we're outta both choices.
",108,6,20
"22394","Petunia: Shut up and put on four episodes of Da Office.
",108,6,20
"22395","Amana: Ooh, your hands are warm... [Bender grabs a bottle of Olde Fortran.] For a Robot.
",108,6,20
"22396","Bender: Thanks, baby. I don't know what you're doing back here in the galley, 'cause you got a first-class C.
",108,6,20
"22397","Leela: Captain, we were supposed to land two days ago. Is everything— Hey!
",108,6,20
"22398","Fry: Are we at the fair yet, Mommy?
",108,6,20
"22399","Leela: We're not at the any place! And we're out of fuel!
",108,6,20
"22400","Amy: Attention, passengers. Please remain seated until the plane comes to a complete crash.
",108,6,20
"22401","Professor Farnsworth: Perhaps we should reconsider the girly calendar.
",108,6,20
"22402","Leela: Flight-attendance log. We've crashed near a river of mercury on a lifeless, mineral world. Supplies are low. Cannibalism, imminent. Radio, busted. Our one hope is to form a society.
",108,6,20
"22403","Hermes: Okay, then. Men, let's get hunting. The women folk can cook what we catch.
",108,6,20
"22404","LaBarbara: No one put you in charge, husband. I'm the only one here who ever ran a society.
",108,6,20
"22405","Hermes: Roller derby is not a society!
",108,6,20
"22406","LaBarbara: Well, let's put it to a vote, then. All in favour of the jamooca thunderclap? [All except LaBarbara are confused and looking around.] That would be me.
",108,6,20
"22407","Hermes: Practically no one. All in favour of me?
",108,6,20
"22408","Dr. Cahill: Eight to eight. It's a tie.
",108,6,20
"22409","Professor Farnsworth: We can't trust a woman's math! Count again!
",108,6,20
"22410","Big rock Alien: Greetings, soft ones. Who among you is your leader?
",108,6,20
"22411","Men: He is!
",108,6,20
"22412","Women: She is!
",108,6,20
"22413","Big rock Alien: Curious. You're a diarchic society?
",108,6,20
"22414","Hermes: Um, maybe. But, whatever we are, I'm the leader of it.
",108,6,20
"22415","LaBarbara: Leader? Fat man, you couldn't even run a bath.
",108,6,20
"22416","LaBarbara: Well, you sure can run something: Your mouth!
",108,6,20
"22417","Big rock Alien: Silence! Even a young pebble could see your race is divided based on the configuration of your twenty-third chromosome.
",108,6,20
"22418","Amy: [confused] You mean, ""along gender lines""?
",108,6,20
"22419","Big rock Alien: [confused] Gender?
",108,6,20
"22420","Sal: Yes. You knows, guyses, galses... In that order. [Leela slaps him.] Ows!
",108,6,20
"22421","Big rock Alien: I am not familiar with this concept of gender. My species has only a single gender, known as nuchacho.
",108,6,20
"22422","Zoidberg: Interesting. [furiously] Come on, men! Let's kill him!
",108,6,20
"22423","Big rock Alien: Your genders differ in many ways, but, as with all things that are different, chocolate and vanilla, Mac and PC, one is always clearly better.
",108,6,20
"22424","Bender: Chocolate, Mac, men. The end.
",108,6,20
"22425","Big rock Alien: Well, I've got nothing to do for the next eight million years. Therefore, I will administer a series of tests to determine the superior gender. Test number one: Who can drink the most sulfur? Test inconclusive. Test number two: Who can drink the most arsenic?
",108,6,20
"22426","Professor Farnsworth: Just ask us some damn questions.
",108,6,20
"22427","Big rock Alien: Very well. Which is larger? An Italian size four or an American apparel medium? [Women.] How many calories are in a small green-tea yogurt. [Women.] Name any twelve of the Desperate Housewives. [Women.] How was your day? [Women. The women cheer.] Test complete. What is the score?
",108,6,20
"22428","Bender: Uh... Men, five. Women, less.
",108,6,20
"22429","Amana: Hey! He's lying.
",108,6,20
"22430","Big rock Alien: Obviously. That was a test to see who could lie better. The men win that round.
",108,6,20
"22431","Professor Farnsworth: In your face, decumbent urinators.
",108,6,20
"22432","Big rock Alien: So far, I have learned nothing, but that's probably as much my fault as yours. [enthusiastically] The time has come for the final test.
",108,6,20
"22433","Fry: Uh, we usually call it the lightning round.
",108,6,20
"22434","Big rock Alien: As you may have noticed, it's getting hotter here.
",108,6,20
"22435","Leela: It's nice.
",108,6,20
"22436","Fry: It's too hot.
",108,6,20
"22437","Zoidberg: [angrily] Would one of you chicks change the thermostat?
",108,6,20
"22438","Big rock Alien: Tomorrow morning, this planet makes its closest pass to the sun. You will all be boiled alive like retired circus animals. Unless you somehow can cross the Great Alkali Plains and reach shelter in the Cave of Harmony.
",108,6,20
"22439","Fry: That sounds hard.
",108,6,20
"22440","Big rock Alien: Which ever gender reaches the cave will survive and may the inferior gender burst into something. Flames, I guess.
",108,6,20
"22441","Hermes: Uh-oh. I think we're walking in circles. I recognise the pattern of striations on that gypsum formation.
",108,6,20
"22442","Fry: Also, my shoe that fell off.
",108,6,20
"22443","Bender: Oh, God. We're all gonna die in agony.
",108,6,20
"22444","Small rock Alien: Howdy there. You fellows need some directions?
",108,6,20
"22445","Bender: No, we're fine.
",108,6,20
"22446","Professor Farnsworth: Beat it.
",108,6,20
"22447","Fry: Don't worry about it.
",108,6,20
"22448","LaBarbara: Keep it up, sistren. Only a few more miles to the cave. Let's just buckle down and—
",108,6,20
"22449","Amy: Look! A clearance sale!
",108,6,20
"22450","LaBarbara: What?! Where?
",108,6,20
"22451","LaBarbara: I can't believe that sale was just a mirage. Now we're going to die without so much as a factory second-clutch purse to show for it.
",108,6,20
"22452","Amy: It would've been nice to shop at Tommy Hilfiger one last time.
",108,6,20
"22453","Hattie: It wasn't Tommy Hilfi-gigger. It was Linens 'n Things!
",108,6,20
"22454","Petunia: The hell it was! It was a Juicy Couture!
",108,6,20
"22455","Leela: I guess we all saw what we wanted to see.
",108,6,20
"22456","Hermes: We can't make it tonight. We'll set up camp here by this shoe.
",108,6,20
"22457","Professor Farnsworth: Oh, gentlemen. When that sun rises in the morning, we're toast. These are our last moments together. So, if anyone's got any good fart jokes, now would be the time.
",108,6,20
"22458","Amy: It's a schmundered degrees and all we have to drink are non-diet sodas.
",108,6,20
"22459","Petunia: It's gonna ruin ma figger.
",108,6,20
"22460","Leela: Wait. I forgot that Amana here is a refrigerator. If we could supercharge her freon with a gas compressor, we might survive the heat and make it to the cave.
",108,6,20
"22461","Amana: Hey, yeah! But the only gas compressor on this planet is inside Bender's ass.
",108,6,20
"22462","Dr. Cahill: Was that a fart joke? Because I don't find those amusing.
",108,6,20
"22463","LaBarbara: No one does! Nevertheless, Bender's gas blaster may be our only hope.
",108,6,20
"22464","Hermes: Oh! Wife? What are you doin' with Bender's shiny metal, gas compressor?
",108,6,20
"22465","LaBarbara: None of your Biz Markie. Wait a second. What's that do wah in your ditty bag?
",108,6,20
"22466","Hermes: Okay... So we were hot. I stole Amana's freon coil so we could hook it up to Bender's ass and build a cooler.
",108,6,20
"22467","LaBarbara: You are no better than me, ya shifty tree skink! How do you live with yourself?
",108,6,20
"22468","Hermes: Damn it, woman! You are makin' me highly Selassie.
",108,6,20
"22469","LaBarbara: Don't you talk to me that way, you big, hairy Belafonte!
",108,6,20
"22470","Hermes: Oh... You cookin' me back bacon. Thank you, woman.
",108,6,20
"22471","LaBarbara: That's not back bacon! That's your back bakin'!
",108,6,20
"22472","Hermes: Oh, no! We overslept.
",108,6,20
"22473","Amy: The mercury's boiling!
",108,6,20
"22474","Petunia: Can't breathe... Lungs burnin'...
",108,6,20
"22475","Fry: My lucky shoe!
",108,6,20
"22476","Bender: Goodbye, cruel me! [Bender.] I learned that from a movie.
",108,6,20
"22477","Big rock Alien: I find both genders supremely disappointing. The real reason I administered this bizarre, outer-space test was to teach you to work together! But you couldn't. Thanks to you, I lost my bet with the Borax Kid.
",108,6,20
"22478","Fry: Never bet against me being stupid.
",108,6,20
"22479","Big rock Alien: Enough! Your gender differences have kept you from achieving harmony. There is only one way to resolve this conflict.
",108,6,20
"22480","Fry: Wait. Why didn't that hurt? [Fry screams effeminately.] My wing-wang's gone!
",108,6,20
"22481","Leela: My girls!
",108,6,20
"22482","Bender: My antenna!
",108,6,20
"22483","Hattie: My kajigger!
",108,6,20
"22484","Zoidberg: My gonopores! Look it up.
",108,6,20
"22485","Big rock Alien: I have freed you from the tyranny of gender. Now go in peace. Or actually stay here. I'll go in peace.
",108,6,20
"22486","Professor Farnsworth: Good news, nuchachos! The ship is nearly repaired.
",108,6,20
"22487","Sal: Work goes fasters withouts no secondary sex characteristicses at which to hoot. Now who wants to sing some Christopher Cross songs?
",108,6,20
"22488","LaBarbara: I do!
",108,6,20
"22489","Fry: Look, associates. I made a hammock from our clothing.
",108,6,20
"22490","Leela: How industrious!
",108,6,20
"22491","Amy: Do you mind if we sleep with you?
",108,6,20
"22492","Fry: I have no opinion. [They get on the hammock.] Well, good night.
",108,6,20
"22493","Hermes: Everyone got along so well today.
",108,6,20
"22494","LaBarbara: Yes. This place is like a neutered utopia. [LaBarbara gasps.] A neutopia!
",108,6,20
"22495","Hermes: I enjoy humour when no one gets hurt.
",108,6,20
"22496","LaBarbara: Your companionship is inoffensive, Hermes.
",108,6,20
"22497","Hermes: Likewise. Really, what are we missing out on by not having sex right now?
",108,6,20
"22498","LaBarbara: Well...
",108,6,20
"22499","Hermes: Give us back our genitals!
",108,6,20
"22500","Big rock Alien: Is that you, Borax Kid? I've got your fifty bucks. [The Alien turns around and sees the Humans.] Oh, it's you. Why do you want your genders? You seem happier without them.
",108,6,20
"22501","LaBarbara: Bein' Human isn't just about bein' happy! It's about lovin' and fightin' and that rasta MacNasty we were doin' last night. [LaBarbara laughs.] We want that back.
",108,6,20
"22502","Big rock Alien: Very well. Perhaps it is I who have learned a lesson. Or something.
",108,6,20
"22503","Bender: Now what?
",108,6,20
"22504","Big rock Alien: I have decided, after little thought, to return your genders.
",108,6,20
"22505","Amy: Not cool, bro! Our genders are all reversed!
",108,6,20
"22506","Hattie: Now I got a what-ya-call-it instead of a kajigger, you stupid what-ya-call-it!
",108,6,20
"22507","Big rock Alien: Okay. Stop yelling at me! It was an innocent mistake. Allow me to rectify it.
",108,6,20
"22508","Zapp: I got your distress call and came as quickly as I wanted to. No need to thank me.
",108,6,20
"22509","Leela: What's your problem, Holmes? Now we'll be stuck like this forever!
",108,6,20
"22510","Zapp: Chill out, dude. [to Fry] Well, hello from the neck down.
",108,6,20
"22511","Bender: Thank you for your patronage. We know you have a choice in airlines and you made the wrong one. No refunds!
",108,6,20
"22512","Hermes: Aren't we going to cuddle?
",108,6,20
"22513","LaBarbara: Woman, I'm tired! I'm sorry. It's just... I need my sleep. I got to get up five times a night to play Xbox.
",108,6,20
"22514","Hermes: I understand. Womanhood also takes some getting used to. For example, did you know there are more than two feelin's?
",108,6,20
"22515","LaBarbara: I only need one feelin': Love for you, wifey man.
",108,6,20
"22516","Hermes: Your manwich!
",108,6,20
"22517","LaBarbara: No wonder it's such a mess in there. These bad boys are hard to aim.
",108,6,20
"22518","Leela: I hate being a man. I smell bad, my face is scratchy, and the food at those strip clubs is terrible.
",108,6,20
"22519","Amy: Crappin' A! Still, I'm sure the women are having an even harder time.
",108,6,20
"22520","Bender: OMG! Being chicks is so much fun.
",108,6,20
"22521","Fry: Now, when I say stupid things, guys all laugh and buy me stuff.
",108,6,20
"22522","Leela: What a skank. Anyway, Planet Express is still facing foreclosure. There's no way we can raise enough money to save this company.
",108,6,20
"22523","Amy: Wait. What about the girly calendar?
",108,6,20
"22524","Fry: Well, that won't work, remember? We only have three women on staff—
",108,6,20
"22525","LaBarbara: ""All female employees must pose nude if requested.""
",108,6,20
"22526","Leela: And it is requested.
",108,6,20
"22527","Professor Farnsworth: Let's just hope we can sell enough of these calendars by tomorrow.
",108,6,20
"22528","Professor Farnsworth: [voice over] We sold enough of those calendars since yesterday!
",108,6,20
"22529","Leela: Thank God most of our fans are huge perverts!
",108,6,20
"22530","Fry: Who're you, stranger?
",108,6,20
"22531","Borax Kid: Well, madam, folks called me the Borax Kid. My friend, the other rock Alien, died without settin' your genitals to right, so I reckon it's up to me to sex you up proper.
",108,6,20
"22532","Leela: My girls are back!
",108,6,20
"22533","Fry: Ow! Yay!
",108,6,20
"22534","Hermes: So what did you like better, my love? Bein' a man or a woman?
",108,6,20
"22535","LaBarbara: I don't care what parts I have. As long as they interlock with yours.
",108,6,20
"22536","Professor Farnsworth: Ah, marriage. It combines the contentedness of being neutered with the occasional sex of being not.
",108,6,20
"22537","Borax Kid: Well, I'd best mosey on down to the landing. Sounds like the feldspar queen is about to set sail. You folks watch your genitals now. [The Borax Kid leaves.] Come on, boy! Giddy up!
",108,6,20
"22538","Leela: And that's that.
",108,6,20
"22539","Scruffy: What I miss?
",108,6,20
"22540","",109,6,21
"22541","Albert: I got one!
",109,6,21
"22542","Warden Vogel: Okay, kids. Put away the dust motes 'til tomorrow. [Warden Vogel puts the sign on the painting surface.] It's story time! [Twelve orphans, including Sally, gather and sit on the floor, sounding excited.] Today's storyteller is a space captain who grew up right here at the Orphanarium. Welcome back the bedwetter of building D, Turanga Leela!
",109,6,21
"22543","Leela: Hi, kids! [Leela waves.] What book would you like me to read first?
",109,6,21
"22544","Albert: We don't got books no more.
",109,6,21
"22545","Leela: [confused] What?
",109,6,21
"22546","Warden Vogel: He means any more. Look, sometimes you gotta choose between eatin' and reading. [angry] So they ate the books. Just... Make somethin' up!
",109,6,21
"22547","Leela: Make something up? Um... Okay. [Leela sits on a small chair.] Once upon a time, there was a... A...
",109,6,21
"22548","Sally: Princess?
",109,6,21
"22549","Leela: Yes! That! [The orphans sound excited.] A... One-eyed princess in a long, flowing... Tank top. And she lived in a magical, one-room...
",109,6,21
"22550","Sally: Castle?
",109,6,21
"22551","Leela: Yeah. If you believe the listing agent. Anyhow, one day, the princess went off to... Uh... Tell a story! And, then, that's exactly what she did do that. And they all lived happily ever after. The end.
",109,6,21
"22552","Albert: Miss Leela? I have a question!
",109,6,21
"22553","Leela: Yes, Albert?
",109,6,21
"22554","Albert: That story was bad.
",109,6,21
"22555","Leela: That's not really a question.
",109,6,21
"22556","Albert: That wasn't really a story.
",109,6,21
"22557","Leela: [sad] I'm sorry, kids. I'm not a natural storyteller. [The small chair falls off.] [with conviction] But I promise: I'll make up a better story and come back again.
",109,6,21
"22558","Sally: [sad] Please don't...
",109,6,21
"22559","Leela: See you soon!
",109,6,21
"22560","Leela: I'm sure I've got a great kids' story in me. I just need to think of three of some kind of animal. Concentrate, Leela! Concentrate! [Leela is annoyed by the trombone that Fry is playing ""When the Saints Go Marching In"" with.] [over the noise, screaming] Fry, I'm writing here! Do you have to play that?
",109,6,21
"22561","Fry: [innocently] Yes. [sad] It's the only song I know.
",109,6,21
"22562","Zoidberg: Look, friends! I accidentally learned to tap-dance!
",109,6,21
"22563","Leela: [over the noise, screaming] Zoidberg, I'm trying to—
",109,6,21
"22564","Hermes: Time for my four-twenty-one daiquiri!
",109,6,21
"22565","Bender: Guys! Guys! Guess who just got commissioned as a tugboat!
",109,6,21
"22566","Amy: Oh, yeah! Pachinko break!
",109,6,21
"22567","Pachinko machine: [in a Japanese accent] Tokyo crazy balls! Yes!
",109,6,21
"22568","Professor Farnsworth: Ooh, good, Leela. You're here. [Leela looks at Professor Farnsworth.] I'd like to describe my foot pain. [Professor Farnsworth sits down and puts his left foot on the table.] My left has a sharp jabbing throb near the bunion, while the other's got a searing pain like gout. [Leela looks repulsed and covers her ears.] Maybe it's too much albumin because of gravity...
",109,6,21
"22569","Leela: Even if I had a pen, I couldn't write under these conditions. [Leela grabs her writing pad and stands up.] I'm going to some other planet, where I can concentrate.
",109,6,21
"22570","Professor Farnsworth: [continued] Searing, searing pain that feels as if it were in a vice.
",109,6,21
"22571","Bender: [offended] Well, that was rude.
",109,6,21
"22572","Leela: Warden Vogel, I have a new story for the children. [Warden Vogel looks up at Leela.] I'm sure they'll like it more than my last one.
",109,6,21
"22573","Warden Vogel: They liked hunger cramps more than your last one. Anyhow, you'll have to wait. The kids are busy right now.
",109,6,21
"22574","Leela: Oh. Is the organ-harvesting clown here?
",109,6,21
"22575","Warden Vogel: Nah. Rusty comes on Tuesdays now. Today, it's the owner of the Tickelodeon Kids Network.
",109,6,21
"22576","Abner Doubledeal: Okay, kids. [Abner Doubledeal points at the children with his right hand.] Get ready to be subjected to our new Fall shows! Mr. Funny Bunny here will gauge your reaction by bombarding your brains with harmless snuggle rays.
",109,6,21
"22577","Albert: He gives me a nice, warm feeling in my eyeballs!
",109,6,21
"22578","Male voice #1: Popular Slut Club.
",109,6,21
"22579","Little girl #1: Oh, my God! [The second little girl takes off her glasses. The first little girl points to something in front of them.] There's Jake Thinkleburg! [The first little girl folds her hands.] He's so hot! [sad] I wish he wasn't my brother.
",109,6,21
"22580","Male voice #1: Popular Slut Club.
",109,6,21
"22581","Male voice #2: Look! Up on the drive-through menu! It's Captain Mega Meat and his young ward Bottomless Boy!
",109,6,21
"22582","Bottomless Boy: Hurry, Captain! [Bottomless Boy points at something in front of them.] A skinny kid needs our help!
",109,6,21
"22583","Captain Mega Meat: Supersize me!
",109,6,21
"22584","Male voice #3: From the ""Rowdy"" Roddy Piper daycare centre in Glasgow, Scotland, it's Extreme Toddler Wrestling!
",109,6,21
"22585","Abner Doubledeal: Thanks for the brain scans, kids. [Abner Doubledeal steers the shelf as he leaves.] Don't have any children for the next couple of days.
",109,6,21
"22586","Warden Vogel: Alright, boys and girls. Enough fun! Your old friend Leela is back with a brand-new story!
",109,6,21
"22587","Leela: Hi! It's great to be back. [Leela proceeds to her right.] I think you'll enjoy this one.
",109,6,21
"22588","Sally: Please! [Sally raises her right hand.] Can't we just get our organs harvested?
",109,6,21
"22589","Leela: It's about some cute, little creatures from a land called Rumbledy-Hump. [Leela puts the mini-piano and the creatures in cardboard on the small shelf, unfolds the piece of cardboard, puts the piece of cardboard on the painting surface, revealing it to depict a landscape with two trees, and sits on the stool.] Kids, let's meet the Humplings! [Leela presses a button on the mini-piano and grabs the creatures in cardboard. The piano starts playing. Two other creatures can be seen. The first creature is orange and the second is both pink and yellow. Leela holds up the red creature.]
[in a different tone, singing] My name is Lady Buggle and I huggle all my friends. [Leela sticks the red creature to the piece of cardboard and holds up the blue creature.]
[in a different tone] I'm a silly spring named Doingg and my bouncing never ends. [Leela makes the blue creature jump three times.] Doingg. Doingg. Doingg. [Leela sticks the blue creature to the piece of cardboard and makes the pink and yellow creature jump three times.]
[in a different tone] They call me Princess Num Num. I'm as sweet as sticky buns. [Leela sticks the pink and yellow creature to the piece of cardboard, holds up the purple creature, and makes it jump three times.]
[in a different tone] I'm Feffernoose. [Leela removes the red creature from the piece of cardboard and holds it up.]
[in her own tone, spoken] Hello. [Leela makes the purple creature jump five times.]
[in a different tone, singing] I'm scared of everyones.
[in her own tone, spoken] Oh, Feffernoose. [Leela sticks the purple creature and the red creature to the piece of cardboard and puts her right hand in front of her mouth, holding the orange creature with her left hand.]
[in a different tone, indistinctively] What about me? [Leela removes the red creature from the piece of cardboard and holds it up.]
[in her own tone, distinctively] Hey, it's Garbly. Everyone loves him 'cause they can't understand him.
[in a different tone, indistinctively] It's nice to meet you.
[in her own tone, distinctively, singing] We're here to make you laugh and think and smile and learn and sing.
And laugh and learn and smile and think and other happy things.
",109,6,21
"22590","Albert: Say more things like that!
",109,6,21
"22591","Leela: Okey-doke. One sunny, funny day, there was an unfamiliar visitor in Rumbledy-Hump.
",109,6,21
"22592","Leela: [in a different tone, off camera, singing] Today we learned that folks are not as different as they seem. [Leela is holding up the pink and yellow creature and holds up a gorilla wearing a backpack that is connected to his mouth by a pipe and holding a flower with his left hand.]
[in her own tone] The space gorilla's just like us.
[in a different tone] Although I breathe chlorine.
",109,6,21
"22593","Sally: Wow! I can't believe you imaginated all that stuff!
",109,6,21
"22594","Nina: Will you come back again and tell us more stories and also adopt us all?
",109,6,21
"22595","Leela: Of course I'll tell you more stories. [Leela stands up.] I'll go think some up right now.
",109,6,21
"22596","Abner Doubledeal: Holy moly! [Abner Doubledeal throws his mask away. Leela enters.] Lady, you don't know me, but my name is Abner Doubledeal.
",109,6,21
"22597","Leela: Wait! I know you! You're Abner Doubledeal!
",109,6,21
"22598","Abner Doubledeal: I brain-scanned those little nose-pickers during your story. And, sister, their enjoyment glands were squirtin' like Broadway roadkill!
",109,6,21
"22599","Leela: [touched] Aw. [Leela folds her hands.] They were?!
",109,6,21
"22600","Abner Doubledeal: Say, you seem like a smart mark. [Abner Doubledeal points at Leela.] How'd you like to make it into a TV show? Sign here, 'round this... Uh... [Abner Doubledeal grabs a piece of paper from his jacket.] Supercuts coupon.
",109,6,21
"22601","Leela: [sad] I dunno. [Leela shrugs.] Don't I need a degree to write gibberish for toddlers?
",109,6,21
"22602","Nina: Come on, Miss Leela! [Leela looks at Nina. Nina points at Leela with her left hand.] Don't be a fraidy cat like Feffernoose!
",109,6,21
"22603","Leela: Okay. I'll do it! [Leela raises her right hand.] To show you kids you can succeed at anything. [Abner Doubledeal is holding a pen.] If you just luck out hard enough.
",109,6,21
"22604","Abner Doubledeal: [excited] Welcome to the glamourous, big-money world of basic cable TV! [Abner Doubledeal shakes Leela's hand.] [sad] I'm gonna need that pen back.
",109,6,21
"22605","Hermes: Working on a real TV show is so exciting! I'm on a mostly natural high!
",109,6,21
"22606","Amy: These costumes are gonna make it hard to go to the bathroom.
",109,6,21
"22607","Fry: I'm not havin' any problem.
",109,6,21
"22608","Abner Doubledeal: We're shooting in five minutes and this Leela broad hasn't even delivered a script yet! Sweet Zombie Jesus! Like it's not hard enough to make a freakin' TV show for under fifty bucks! [The spaceship arrives.] Damn it, I'll call you back, grandma. Nice of you to show up, toots. I mean that sincerely. It's just that I'm in show biz.
",109,6,21
"22609","Leela: Sorry. I went to my quiet place to write. Here's the script.
",109,6,21
"22610","Abner Doubledeal: Argh! You writers make me sick. Nice job on the script, though. Places, everyone. [He makes copies of the script.] Okay. Cheap lights. Off-brand camera. And non-union action!
",109,6,21
"22611","Fry: [dressed as Doingg] I like ice cream. And I like lollipops. And I like you, Princess Num Num.
",109,6,21
"22612","Amy: [dressed as Princess Num Num] Ew! I'm all licky-sticky!
",109,6,21
"22613","Fry: [dressed as Doingg] I don't understand. When I like something, I lick it. Like this raccoon.
",109,6,21
"22614","Leela: [dressed as Lady Buggle] Doingg! Don't lick things that don't wanna be licked.
",109,6,21
"22615","Fry: [dressed as Doingg] But how do I know what to lick and what not to lick?
",109,6,21
"22616","Leela: [dressed as Lady Buggle] It's very simple. [singing] If it's alive, don't lick it.
",109,6,21
"22617","Zoidberg: [dressed as Feffernoose, singing] Like a horse, a turtle, or a cricket.
",109,6,21
"22618","Bender: [dressed as Garbly, indistinctively] I like turtles.
",109,6,21
"22619","Leela: [dressed as Lady Buggle, singing] So, if you're not sure if it's alive or dead,
Poke it with a stick and lick the stick instead.
",109,6,21
"22620","Fry: [dressed as Doingg] Now I get it!
",109,6,21
"22621","Zoidberg: [dressed as Feffernoose] Ow!
",109,6,21
"22622","Leela: [dressed as Lady Buggle] Well, that's all for today. But, before we go, let's do everything we just did two more times.
",109,6,21
"22623","Bender: Leela, that was great! Even I have to admire the performance of me, Bender!
",109,6,21
"22624","Amy: The show looks so cute. Kids'll love it! And it looks so cruddy, their ironic hipster parents will love it.
",109,6,21
"22625","Leela: Thanks, guys. But let's be realistic. We all know any TV show that's even slightly good gets cancelled. Sometimes, two or three times.
",109,6,21
"22626","Abner Doubledeal: Leela! Tomorrow's ratings just came in from the future. We're a hit!
",109,6,21
"22627","Leela: What?! My show is a hit?!
",109,6,21
"22628","Abner Doubledeal: What are you, deaf? It's gonna be bigger than SpongeBot SquareBolts!
",109,6,21
"22629","SpongeBot SquareBolts: I interfere with pacemakers!
",109,6,21
"22630","Abner Doubledeal: Baby, I hope you like drowning in caviar. 'Cause that is how you're gonna die!
",109,6,21
"22631","Calculon: Welcome back to the Young People's Choice Awards. In a moment, the award for Outstanding Sext Message. But, first, the nominees for Best New Kids' Show are... Yo Gimme Gimme!, The Adventures of Pit-Bull and Scaredy Squirrel, Dora the Destroyer, and Rumbledy-Hump.
",109,6,21
"22632","Fry: I hope you win, Leela.
",109,6,21
"22633","Leela: Thanks, Fry. It's nice to have the support of viewers like you.
",109,6,21
"22634","Fry: I'm the star of the show.
",109,6,21
"22635","Leela: Shh!
",109,6,21
"22636","Calculon: And the Slurmie for Best New Kids' Show goes to... Turanga Leela for Rumbledy-Hump!
",109,6,21
"22637","Female voice: This is Turanga Leela's first nomination and second time in high heels.
",109,6,21
"22638","Leela: Wow. I feel so lucky just to have been nominated alongside so many inferior shows. And, to all my young friends at the Orphanarium, thank you for inspiring me to be your hero.
",109,6,21
"22639","Calculon: Slurm her!
",109,6,21
"22640","Bender: So wait. You play a high-school student who's also secretly a rock star who's also secretly a massage chair?
",109,6,21
"22641","Fembot: No. I play a high-school student who's also secretly a rock star, but, in real life, I'm a massage chair.
",109,6,21
"22642","Bender: Hmmm. You ever made out with a tugboat?
",109,6,21
"22643","Leela: Guys, I didn't have time to mention it up there, but I want each of you to know what an honour it is to work with me.
",109,6,21
"22644","Hermes: Sweet ego of Montego! Someone build a wind farm in front of her mouth.
",109,6,21
"22645","Abner Doubledeal: Leela, I mean this. You're the greatest creative mind since blah, blah, blah-bity, blah. But it's two AM and you still haven't written tomorrow's episode.
",109,6,21
"22646","Leela: Well, you can't expect me to write it here, with everyone talking so loudly about how great I am.
",109,6,21
"22647","Abner Doubledeal: Sorry.
",109,6,21
"22648","Leela: I'm taking the ship to my quiet place so I can be alone. You non-creatives can catch a bus home.
",109,6,21
"22649","Fry: Non-creative? Ha! I'll have you know I bedazzle my own underpants.
",109,6,21
"22650","Bender: That was a helluva massage. Maybe the best there ever was. Say, where are we? Rumbledy-Hump?! It's real!
",109,6,21
"22651"," Doingg: I love eating vegetables. Don't you? They're like crunchy, green water.
",109,6,21
"22652","Garbly: [indistinctively] I don't like 'em. They're icky-yucky!
",109,6,21
"22653","Lady Buggle: Now, now, Garbly. If we don't eat our vegetables, we won't grow big and strong... Like Feffernoose.
",109,6,21
"22654","Feffernoose: I have to be big and strong to fight off the monsters. Did somebody say monsters?!
",109,6,21
